,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 5
Cox6a1,0.25211105,-0.1922534,-0.18162468,0.08999568
Pxn,0.018006608,0.013755163,-0.0075361133,0.004173903
Rab35,-0.08402274,0.13820393,0.16500443,-0.15316775
Cit,-0.08312546,-0.041187584,-0.11971388,0.31395125
Prkab1,-0.044551663,0.024633233,0.087688975,-0.031141547
Suds3,-0.063239,-0.018181602,-0.038290802,0.09167957
Taok3,0.016171612,0.1054193,0.06683418,-0.10773712
Pebp1,-0.12577653,0.12730598,0.23605965,-0.107169054
Fbxw8,-0.009147115,-0.07690294,0.039420784,-0.06090426
Med13l,0.038368113,-0.04361989,0.008481249,0.037486687
Tpcn1,0.08029102,0.15840934,-0.2566711,0.13339359
Ddx54,0.13051528,-0.07149335,0.019425046,-0.03901723
Dtx1,-0.05330063,-0.18053702,0.03969946,-0.068964854
Oas2,0.0192064,-0.063031465,-0.09751354,0.017086625
Ptpn11,-0.08140851,-0.022765135,0.10535875,0.01795498
Hectd4,0.04995059,-0.085656956,-0.18137668,0.3352801
Erp29,-0.011339977,-0.100930065,-0.016262231,0.028707583
Aldh2,-0.18183516,-0.05066323,0.24273656,-0.026009176
Ppp1cc,0.06208575,0.00015966188,0.003067019,-0.005088484
Hvcn1,0.21742447,-0.091093235,0.013802037,-0.083733685
Pptc7,-0.1965838,0.15616369,0.1850381,-0.18385878
AI480526,0.037897643,0.019383289,-0.04125239,0.044323917
Setd1b,-0.13274759,0.14954914,0.108795,-0.0722613
Bcl7a,-0.05133274,0.008773893,0.082849465,-0.038446456
Diablo,-0.13174231,-0.0075588045,0.14960209,0.05516206
Clip1,0.11703531,-0.006888274,-0.0747705,0.0064314366
Rsrc2,0.052468702,-0.07037168,-0.011226554,-0.08053439
Denr,0.028624458,-0.13934548,0.042301156,0.00675252
Cdk2ap1,-0.20849222,0.077520184,0.2744838,-0.14697309
Kmt5a,-0.21383217,0.07684149,0.1052962,0.1850199
Rilpl2,-0.09644741,-0.021325858,0.05590599,-0.07373914
Tmed2,0.0404633,0.06373262,0.021561304,-0.059671503
Ddx55,0.078986466,-0.108762644,-0.051612955,0.030732464
Gtf2h3,-0.044969212,-0.101888,0.0814208,-0.04562831
Bri3bp,0.18862444,0.13634114,0.032792907,-0.16096121
Ran,-0.055991434,0.020479942,0.12688917,0.038851194
Sfswap,0.048103243,0.00050478353,0.09201952,-0.20631072
Cct6a,-0.048762903,0.063820936,0.10624753,-0.04586793
Vkorc1l1,0.04697088,-0.023179727,-0.0051488564,-0.019872077
Tmem248,-0.033969183,0.015790857,0.03207064,0.09177147
Gtf2i,0.08780823,0.13103399,-0.03680245,-0.045177188
Eif4h,0.11742211,-0.07344729,-0.07171194,0.053041164
Abhd11,-0.019905385,0.048862446,-0.12520416,0.021736335
Bcl7b,-0.1565808,0.01625559,0.06616738,0.0512672
Pom121,-0.15828405,-0.037550457,0.095142715,0.065588415
Tmem120a,-0.0017219121,0.015807906,0.045520052,0.008302744
Ywhag,-0.14741704,0.13980843,0.110557005,-0.007885581
Dtx2,-0.13680227,0.02470665,0.124300025,-0.0021237675
Cux1,0.06428906,0.04476502,0.09658242,0.0037353055
Plod3,-0.05453012,-0.024425296,0.08280261,-0.121628344
Gnb2,0.28213257,-0.13449019,-0.14321971,0.06638929
Tsc22d4,0.077131115,-0.04855732,0.07335575,-0.07136559
Zfp68,0.04663933,-0.07169526,0.1824683,-0.11204116
Pdgfa,-0.19767009,0.113167375,0.080243185,-0.0025934754
Gpr146,-0.034471273,0.072237,-0.0635849,0.07965894
Eif3b,0.038577214,0.029176198,0.040926144,-0.016206
Iqce,0.034030396,0.08070703,0.0080871,-0.07602732
Gna12,0.00837533,0.060042847,-0.09636506,0.014909605
Wipi2,-0.05127859,0.0036219256,0.013856639,0.027451007
Actb,0.57074416,-0.19422814,-0.3675158,0.07406857
Fscn1,-0.015721556,0.28724733,-0.18088843,-0.07627429
Zdhhc4,0.021197163,-0.05968476,-0.01102154,-0.013125477
Kdelr2,0.0658618,-0.049940206,0.012109446,0.023196096
Daglb,0.023699332,0.045775875,0.012936629,0.00937147
Eif2ak1,-0.0344441,-0.22764373,-0.13682225,0.5797577
Trrap,-0.13127136,0.26781565,0.055812128,0.03761308
Arpc1b,-0.27745056,0.19349433,0.25174782,-0.22802883
Bud31,0.10436633,-0.1403757,-0.10364629,0.05272378
Ptcd1,0.014748936,-0.017484464,0.06298672,0.014794882
Cpsf4,0.10139387,-0.15091932,-0.10909298,0.15039949
Zfp655,-0.07977211,0.10188969,-0.079090424,0.0260912
Usp12,0.020456485,-0.0640262,0.030375883,-0.07717103
Gtf3a,-0.09013791,0.16445445,0.035061687,-0.026341334
Flt3,0.16219063,-0.055385213,-0.22260562,0.0174644
Pomp,-0.053214032,-0.008677045,0.00073202275,0.035544407
Slc7a1,-0.062566206,-0.007142925,0.032174837,0.06041825
Gm15411,0.060921945,-0.08269792,-0.012090696,0.10721153
Hmgb1,-0.096720316,-0.009568932,0.19695981,-0.26052588
Alox5ap,0.021022163,0.108896255,-0.17552564,0.036450505
Rfc3,-0.032595836,-0.07256172,0.010037118,0.070110336
Gm20559,-0.08427311,-0.041706763,0.025574813,-0.04966282
Bet1,-0.07974576,-0.04157133,-0.042693745,0.036909055
Col1a2,-0.05767533,0.086352885,-0.04523425,0.017836582
Pon2,-0.008005596,-0.11300431,0.016238127,-0.088422336
Sem1,-0.030495679,0.07191523,0.03935943,0.038583223
Mios,0.010657556,-0.012053095,0.078650676,-0.07766581
Ndufa4,0.13853668,-0.047942773,-0.050481908,-0.034174003
Phf14,-0.025600305,0.021104446,0.09556034,-0.15740436
2610001J05Rik,0.021106785,-0.00045206991,0.10937619,-0.09619579
Tes,0.043814022,-0.018039487,-0.021647876,-0.11795496
Cav2,-0.10716096,-0.093524225,-0.013370015,0.11022919
Capza2,-0.002875853,-0.033583865,-0.029100582,0.05718452
Lsm8,-0.06544521,0.13020022,0.02773498,0.022919605
Fam3c,-0.16438363,0.18901707,0.14376913,-0.08074099
Pot1a,-0.026416397,-0.027003542,-0.005908154,0.018825777
Zfp800,0.011325452,0.0792206,0.07169593,-0.0309253
Snd1,-0.03706811,-0.02304496,0.112637624,-0.16428047
Irf5,-0.014472515,-0.11550468,0.017814476,0.017500727
Tnpo3,-0.35971785,0.28603628,0.46180886,-0.35324025
Tspan33,0.03534094,-0.25394258,-0.4109859,0.6924019
Nrf1,0.006462849,-0.050229926,-0.038173705,0.022234764
Klhdc10,-0.061542224,0.08492476,-0.05104419,-0.029775312
Mkln1,-0.04275838,-0.00493094,-0.041890316,0.031033954
Exoc4,-0.119501546,0.04352614,0.12254113,-0.024333255
Slc35b4,-0.13940883,0.14125004,0.0021386077,0.04420512
Bpgm,-0.07943995,-0.16431347,-0.2206755,0.6399816
Cald1,-0.12044543,-0.014451363,0.018628448,0.045398906
Wdr91,0.008291389,0.005439815,0.053786457,0.027159804
1810058I24Rik,-0.08434276,0.0069072586,0.0006782785,0.23168674
Creb3l2,-0.07818497,-0.04613714,-0.008110689,-0.04061594
Zc3hav1,-0.050236303,-0.08508058,-0.10441558,0.044090025
Mkrn1,0.16819793,-0.2519088,-0.36344624,0.61284554
Adck2,0.014559118,0.07949505,0.046862222,-0.07394706
Mrps33,0.08466291,-0.029975276,-0.024965245,-0.075997286
Ssbp1,-0.036890358,0.055069312,0.18827266,-0.1538049
Trbc1,0.087538265,0.3377801,-0.084169365,-0.05462815
Trbc2,-0.022929464,0.33009812,-0.14750831,-0.10352372
Kel,0.1567844,-0.19848052,-0.57899106,0.72152627
Casp2,0.04772057,-0.045294475,0.035410393,-0.17946249
Zyx,0.010235351,-0.012221857,-0.08830226,0.07580345
Cul1,-0.11127743,0.043018825,-0.006452592,0.13873643
Zfp282,-0.092077985,0.028512442,0.16510089,-0.007776607
Zfp212,-0.080880225,-0.012637139,-0.109016456,0.02380236
Lrrc61,-0.12516764,0.051940076,0.088906735,-0.1057981
Gimap4,0.014348962,0.08074288,-0.023444893,-0.0024182126
Gimap7,-0.024925772,0.11599195,0.118718706,-0.10341632
4833403J16Rik,-0.05273561,0.07171526,0.10860261,-0.017949086
Tmem176a,0.16450599,-0.01948691,-0.18652551,-0.016525194
Hnrnpa2b1,0.43548912,-0.1667774,-0.23062785,0.053896736
Cbx3,0.0058397064,0.11410286,0.15223312,-0.07006523
Hibadh,-0.10704854,0.043970503,-0.04809914,0.0637063
Tax1bp1,-0.040498883,-0.03382512,0.12457801,-0.050341766
Gars,-0.063095294,-0.055635702,0.101191476,-0.0410449
Aqp1,0.054703213,-0.14189202,-0.4488032,0.6576804
Kbtbd2,-0.16944596,-0.040609606,0.14009957,-0.003611538
Snca,0.054947615,-0.37753883,-0.5913585,0.94413626
Smarcad1,0.1074442,-0.06015683,-0.08517067,-0.061048508
Gadd45a,0.23828253,-0.19253476,-0.38018066,0.65529263
Serbp1,0.115052566,-0.058281243,-0.02794529,-0.02309893
Igkc,0.6298055,-0.2630435,-0.40131357,0.1322073
Cd8b1,0.018681042,0.51925826,-0.30955413,-0.27479914
Cd8a,-0.094643645,0.31810087,-0.22233042,0.08314842
Rmnd5a,-0.039609104,-0.10983952,-0.041000806,0.10671222
Kdm3a,0.008303545,0.016745597,0.047509912,-0.16624904
St3gal5,0.4993149,-0.35693276,-0.68596584,0.6836959
Usp39,-0.080569744,-0.12660645,-0.024924004,0.050413713
Rnf181,0.009949706,-0.035095252,-0.033860646,0.0375756
Mat2a,-0.034473315,-0.015548411,0.021372631,-0.03535759
Capg,-0.05036898,-0.14619888,0.32447696,-0.1397806
Elmod3,0.014911061,-0.030356102,0.023594603,0.034510843
Pole4,-0.08524152,-0.03486918,0.018906087,-0.09989321
Dok1,-0.07244363,0.0021193756,0.03381232,-0.02866672
Wbp1,-0.046148203,0.14104491,0.034828573,0.058981292
Mob1a,-0.046614334,-0.00080905564,-0.0036842325,-0.05361214
Stambp,-0.042758655,-0.017781777,0.11125073,-0.10273935
Paip2b,0.04468199,-0.009965199,-0.08754339,-0.017649183
Spr,0.06323504,0.06563877,0.019807093,-0.033050857
Smyd5,-0.021757698,0.121491954,-0.02260542,0.087749235
Cct7,0.09927364,-0.10578177,-0.01964691,-0.019510001
Dusp11,-0.027899992,0.0031857074,-0.06914701,-0.05882504
1600020E01Rik,-0.01863102,0.03681273,0.0005148938,0.10764964
Gmcl1,0.048026197,0.007899034,0.06057459,-0.0340729
Antxr1,-0.13725613,0.22811304,0.013672035,-0.13197711
Arhgap25,-0.18647847,0.02640389,0.36123547,-0.1525885
Cnbp,0.09701724,-0.096798114,-0.05724491,0.009601873
Copg1,-0.04124086,-0.11709185,-0.05016236,0.08439211
Rab7,0.029487811,-0.006206013,0.032798637,-0.0650163
Sec61a1,0.046273477,0.093918465,0.043769974,-0.108656175
Abtb1,0.03594111,-0.042161606,-0.10100135,0.08877024
Mcm2,0.23516154,0.0069941073,-0.08874337,-0.03886073
Zxdc,0.0027421517,0.025781449,0.035372168,-0.056644365
Nup210,0.04484675,-0.050466772,-0.15005004,0.12256864
Foxp1,-0.13290636,0.013414178,0.18200998,-0.060333736
Ppp4r2,-0.03837755,0.10090782,0.030363636,-0.091751374
Crbn,-0.11565915,-0.0006575238,0.04898911,0.031312022
Sumf1,-0.017596975,0.014727532,0.09811838,-0.01937833
Srgap3,-0.09342077,0.02668122,-0.06442739,0.04917699
Thumpd3,0.08042465,0.07200536,0.114503,-0.12419841
Jagn1,-0.06318571,0.23900302,0.1583832,-0.1661579
Vhl,-0.024636183,-0.14664215,-0.12304692,0.052148096
Tatdn2,-0.06110224,0.0040086894,0.008602169,-0.07185064
Mkrn2,0.024905777,-0.02481926,0.064095825,-0.06140352
Plxnd1,0.109661326,-0.16716357,-0.12809373,-0.010367361
Washc2,0.045707237,0.04515168,0.04959031,-0.13282315
Zfp637,0.12725599,0.036105778,0.108827055,-0.09119944
Fbxl14,-0.047703177,0.010904531,0.0077496413,0.0030919146
Hdhd5,-0.10352194,0.15518588,0.16980109,-0.049349744
Usp18,-0.0571535,0.16325991,0.025262311,-0.08877337
M6pr,-0.2354747,0.18468681,0.15251364,-0.059373334
C1s1,0.033749804,0.019683836,-0.06298771,0.025682855
Lpcat3,-0.0019977205,-0.01649253,-0.008705407,0.05431788
Phb2,-0.031648412,0.057018146,0.022565303,-0.0016252846
Tpi1,-0.039742485,-0.019283514,0.13485792,-0.03588949
Usp5,-0.014380518,-0.050876714,0.009261152,0.00437646
Cd4,-0.0059980503,0.3136537,-0.15312494,-0.19814302
Mlf2,-0.056483306,-0.008903629,0.0128113665,-0.19564033
Cops7a,-0.01732346,-0.09421198,0.019381916,-0.007198978
Zfp384,-0.049708962,-0.044770442,0.016573008,-0.063151866
Chd4,-0.12648481,0.06755141,0.11632694,-0.1788036
Iffo1,-0.016204117,0.102375,0.08174124,-0.11875819
Ncapd2,-0.07818963,-0.005689711,-0.048318136,0.153048
Cd27,0.07440858,0.41806936,-0.18432167,-0.057252016
Ccnd2,-0.056402292,0.24675903,0.100977264,-0.082488045
Fkbp4,0.1027635,-0.12168384,-0.015146198,0.01451548
BC035044,-0.050077487,-0.07261041,0.0071155094,0.049188077
Clec2i,-0.021174219,0.06339126,0.17309012,-0.30427057
Clec2d,0.08695976,-0.071031846,-0.09541942,-0.05373588
2310001H17Rik,0.06939586,-0.13121814,-0.04435804,-0.029256005
Klrd1,-0.06208183,0.23202445,-0.12183718,-0.019571234
Ybx3,-0.116830766,-0.061081715,0.2095803,-0.0016753357
Smim10l1,0.005541685,0.09212266,-0.012634255,-0.05590675
Etv6,-0.12863997,0.026553504,0.10112451,-0.033424195
Dusp16,0.044166364,-0.09919419,-0.017712355,-0.03171875
Cdkn1b,-0.0071406187,0.08438672,-0.0028489383,0.03028673
Ddx47,0.035138424,-0.072869256,0.07199935,0.021822255
H2afj,-0.09608116,0.028088981,0.027967121,-0.06910523
Mgp,-0.04637965,0.14441808,-0.26157928,0.16607949
Arhgdib,0.41817755,-0.16016373,-0.18237399,0.0072231367
Strap,-0.0999421,-0.012013524,-0.00093322946,-0.017848684
Mgst1,-0.10921404,0.12057528,0.04928033,0.046505902
Plekha5,0.09475979,-0.08775952,0.039345168,-0.00048213452
Abcc9,-0.058141124,-0.15324073,-0.065337114,-0.00899265
St8sia1,-0.04208083,0.3498408,-0.14859518,-0.032487474
Etnk1,-0.035488047,-0.081624955,0.03456884,-0.008185348
Lrmp,-0.13517866,0.119160816,0.1802685,-0.12608759
Kras,0.039323114,-0.09763537,0.050862633,-0.09896827
Fgfr1op2,-0.06671925,-0.07769278,-0.053356506,0.0671127
Tm7sf3,-0.06351902,0.037013244,-0.013088822,0.004084215
Klhl42,-0.13284288,0.12492833,0.09872939,-0.028835505
Resf1,0.044054445,0.00045400203,-0.035340577,-0.12019872
Prpf31,-0.16139339,0.014616711,0.06206482,0.015079012
Cnot3,-0.023678109,-0.02275014,0.17119342,-0.165732
Mboat7,-0.08472833,0.03161012,0.0859259,-0.07853798
Lair1,-0.0017022323,-0.051551152,-0.1473979,0.11169858
Eps8l1,-0.106578395,-0.019999899,-0.05294033,0.05842012
Ppp1r12c,-0.10995653,0.15843976,0.019843007,0.11932168
Ppp6r1,-0.07494785,0.082359634,0.10692382,-0.12550183
Ube2s,-0.03640342,-0.09337501,-0.028609192,0.31888902
Isoc2a,0.07589222,0.123969145,0.061642665,-0.0011631101
Zfp865,-0.17709647,-0.04220515,-0.05516012,0.098264694
U2af2,-0.050200723,0.003829774,0.059161223,0.023955265
Zfp954,-0.0012177648,0.005276681,-0.04839037,-0.05409438
Clcn4,0.07079316,-0.0582757,0.0199579,-0.04979397
Trim28,-0.061379313,-0.0075019533,-0.051551003,0.059650365
Nop53,-0.043019462,0.046732284,0.040954143,-0.1559724
Ehd2,0.04067262,-0.08593528,0.006160427,0.05865163
Prkd2,0.12904687,-0.008030442,-0.061386697,0.03392024
Calm3,-0.06195516,0.10532638,0.1402589,-0.1274369
Ppp5c,-0.03525655,-0.035387434,0.0948614,-0.04809597
Snrpd2,0.03581699,-0.024856348,0.045517795,-0.06540339
Zfp296,-0.043005466,0.01875386,0.09470055,-0.03000394
Relb,-0.17560555,0.052888896,0.09247348,-0.07945551
Clptm1,0.065775014,-0.008934505,-0.013363099,-0.07541919
Nectin2,-0.037334688,-0.085291214,-0.11994287,0.047008764
Pvr,0.046742804,0.12505203,-0.028158292,-0.038957484
Kcnn4,-0.04956224,0.17680529,-0.23217386,0.21214452
Irgq,-0.08108974,-0.012678575,0.12720741,-0.0018999096
Xrcc1,0.043174244,0.079623505,-0.0015345477,-0.081376314
Rabac1,-0.054056637,0.16757128,0.07547149,-0.092543356
Pou2f2,-0.21593364,0.029485935,0.54608333,-0.37708864
Dedd2,-0.09060269,0.058796752,0.013247804,0.08165024
Gsk3a,-0.061666135,-0.12177849,0.06656233,0.10968436
9130221H12Rik,-0.12048296,0.19734415,-0.021561971,-0.022030428
Pafah1b3,0.10778114,0.03276191,-0.030300677,-0.0077047376
Coq8b,-0.060552172,0.005155083,0.037950452,-0.054933757
Ltbp4,-0.06718551,0.003777313,-0.2638759,0.287757
Shkbp1,-0.18634912,0.08303178,0.16294062,-0.054852106
Blvrb,-0.113975555,-0.10755324,-0.15509242,0.5081687
Sertad1,-0.08316167,0.037837885,0.017242111,-0.013775017
Akt2,-0.111389086,-0.006428787,0.04466707,0.04414141
Fbl,-0.0610851,-0.10719588,0.009307216,-0.04103541
Samd4b,-0.10603973,0.058745533,0.16503254,-0.05149166
Gmfg,0.0554331,0.050171927,0.030722879,-0.046424
Rinl,-0.08849015,0.34107786,-0.03468777,-0.10154879
Hnrnpl,-0.0040560868,-0.06786551,-0.030874746,-0.008334577
Ech1,-0.10596528,-0.03234067,0.07592371,-0.0059005795
Lgals4,-0.041537017,-0.032305293,-0.090069786,0.025838891
Eif3k,0.035735797,-0.042726614,0.010898045,-0.02280804
Rasgrp4,0.04788174,-0.052581735,0.021073647,-0.04896471
Kcnk6,0.060652774,0.04534269,-0.0019690525,-0.107768565
Tbcb,-0.061940342,0.04086438,0.048931897,0.0047893873
Polr2i,-0.09318646,-0.00039482248,0.14133611,0.0038388409
Tyrobp,0.003667445,0.09208729,-0.10843243,-0.018461935
Hcst,-0.08659306,0.297826,-0.02484014,-0.061204903
Psenen,0.029556224,-0.0010702802,0.07892075,-0.15677029
Kmt2b,-0.13761021,0.123719074,0.077295706,0.031937014
Cox6b1,-0.11092681,0.11137377,0.19236699,-0.10386333
Ffar2,-0.024528204,-0.1673759,0.03764619,-0.17029956
Cd22,-0.05418098,-0.20389159,0.1853917,-0.02702041
Fxyd5,-0.019216921,0.2352348,-0.092708476,-0.01497416
Hpn,-0.06711795,-0.13574731,-0.08060874,0.08028698
Gramd1a,-0.006765159,0.059632476,-0.13650844,0.039875247
Pdcd2l,-0.06842328,-0.022918804,0.145181,-0.038489617
Gpi1,0.14499038,-0.047743443,-0.029816791,-0.032793492
Pepd,-0.14325373,-0.14263923,0.08219794,-0.10071315
Cebpg,-0.12559943,0.039774884,0.123861626,-0.07042494
Pdcd5,-0.13440156,0.15861791,0.092792705,-0.16412295
Uri1,-0.023831937,0.044536706,0.05889131,-0.06073853
Gm37494,-0.090828866,-0.032764345,0.0050222185,0.020693278
2610021A01Rik,-0.033286292,0.03268907,0.07203071,-0.096210584
Etfb,0.009566782,-0.053418774,-0.014813956,0.053678337
Siglece,0.034966554,-0.15210019,-0.13472065,0.13331391
Spib,0.23046815,-0.1228543,0.09381839,-0.14172626
Nr1h2,0.069876894,0.035965927,0.06809248,0.07014344
Napsa,-0.17523313,-0.04251795,0.3928433,-0.1839468
Prmt1,0.039142348,-0.044424918,-0.025105083,0.02192569
Rcn3,-0.0923463,0.027835809,-0.070598446,0.058102716
Flt3l,-0.11434289,0.093438946,0.0015667155,-0.079136275
Cd37,0.4525784,-0.22599763,-0.18029287,0.0153073445
Ftl1,-0.0013553575,0.15304244,0.18154386,-0.07789689
Nucb1,-0.036236987,-0.009500828,-0.09665492,0.032184623
Ppp1r15a,0.021045506,-0.21808757,-0.19987777,0.46628064
Kdelr1,0.062675096,-0.06404225,-0.021680497,0.0226693
Emp3,0.006670379,0.031605843,-0.06899169,-0.029821798
Nomo1,-0.09275478,0.15179923,0.007971091,-0.0048570633
Saal1,0.00073893345,-0.0031942267,-0.0982697,-0.009215083
Ldha,0.027323581,0.032960236,0.118179195,-0.01555549
Tsg101,0.12930168,-0.17930585,-0.0454247,0.007165418
Tmem86a,-0.053563632,-0.049362548,0.011441037,-0.26810318
Siglech,0.11328595,0.102327175,-0.20058954,-0.06473504
Cyfip1,-0.07220849,0.049109768,0.11228608,-0.07189117
Nipa2,-0.016425453,0.11060341,0.047161482,-0.07250929
Klf13,-0.09019276,0.14598559,0.101548836,-0.056224108
Tm2d3,0.016885072,0.080515906,-0.057649236,-0.012863688
Selenos,0.07368367,0.1257705,0.15163551,-0.2797092
Lrrk1,-0.11129675,-0.029765908,0.07532078,-0.049997173
Igf1r,-0.024700109,0.10919575,0.03919754,-0.031848818
Fam169b,-0.12959486,0.15980424,0.094229646,-0.08996725
Slco3a1,-0.017792448,0.08708167,-0.061333712,-0.13129373
Klhl25,-0.20947547,0.0725785,-0.057413474,0.18395036
Mrps11,-0.083315454,0.05191123,-0.0031982376,0.022477888
Aen,-0.054010257,0.011639629,0.02489175,0.0066632107
Mfge8,0.24621598,-0.1431865,-0.042814493,-0.047391605
Zfp710,-0.012439452,-0.040967762,-0.058687065,-0.022226017
Man2a2,-0.107340164,-0.038114198,-0.034056395,-0.016385786
Iqgap1,0.2518968,-0.14596206,-0.13655943,0.072294965
Nmb,0.03630669,-0.016856376,-0.07051352,-0.031248413
Sec11a,-0.16436002,0.089238144,0.13344727,-0.083503984
Stard5,-0.10396637,0.02979498,-0.07003377,0.1553659
Il16,0.2087806,-0.091198884,-0.090358034,-0.03243489
Cemip,0.010192272,-0.095933825,-0.11112533,0.064964
Abhd17c,-0.037159678,0.015224018,-0.028142706,0.009712622
Zfand6,0.12993982,0.038716014,-0.09943519,0.037454966
Ctsc,0.016590187,0.031915307,0.017004104,-0.013124859
Crebzf,0.009735361,-0.07671883,0.009066614,0.04941367
Rab30,-0.034007363,-0.046202555,0.10625452,-0.005151489
Prcp,0.0027368711,-0.043325655,-0.032602143,0.03340613
Rsf1,0.018179558,0.10670117,0.112786524,-0.15967491
Clns1a,0.096885085,0.0073696366,0.09857634,-0.21737859
Emsy,-0.0505405,0.07992139,0.07879603,-0.030005181
Serpinh1,0.023670131,-0.01794198,-0.03798908,0.015294847
Slco2b1,-0.08562156,0.033035416,-0.018743807,-0.03217288
Spcs2,-0.17312711,0.089069836,0.009152191,0.06373131
Ucp2,-0.1213713,0.10366657,0.088595,0.0040932093
Rab6a,0.031240223,-0.0017177699,0.010839406,0.04730258
Stard10,-0.11537425,-0.10393209,-0.009898167,0.114912435
Il18bp,-0.07857374,0.2122536,-0.04285049,-0.04351538
Rnf121,-8.073915e-05,-0.06021001,0.09458624,0.08179875
Nup98,-0.07751089,0.019305827,0.091278255,-0.05591977
Pgap2,-0.12597287,0.09683915,0.0012824084,-0.03433933
Rhog,-0.06766853,0.048648614,0.049175348,0.054965883
Rrm1,0.062705874,-0.15623216,-0.064195566,0.21033984
Hbb-bt,0.6125729,-0.3785717,-0.8205662,0.7170997
Hbb-bs,0.5772121,-0.31665024,-0.63142645,0.5516481
Trim5,0.032949835,-0.0010689327,0.06733273,-0.17096102
Trim12a,0.065546274,-0.044441663,0.012650312,-0.028998643
Trim30a,-0.018879373,0.014059575,0.021517169,-0.07607871
Smpd1,0.14913023,-0.062205926,0.065887116,-0.07657504
Trim3,0.057807464,-0.10390874,-0.049084526,-0.007828849
Rrp8,-0.07520465,-0.12995574,0.0066391644,-0.025621824
Mrpl17,-0.10541554,-0.03922309,0.026270257,0.022408567
Eif3f,-0.023992814,-0.05542222,0.060644474,-0.041007984
Tmem9b,-0.09518756,0.22868596,-0.0012339028,0.015048668
Eif4g2,0.24194326,-0.13802136,-0.14339563,0.04869142
Btbd10,-0.1367417,0.1588242,0.024900928,0.030295921
Far1,0.037857298,-0.12075823,0.02401454,-0.025317399
Copb1,-0.06330713,0.04911111,0.020408846,-0.03761323
Pik3c2a,-0.04079257,0.114246644,-0.1272656,0.0016204659
Smg1,0.1566772,-0.059348006,-0.11912275,0.00022498611
Itpripl2,-0.06207636,-0.0019284695,-0.11171244,0.094014555
Gde1,-0.033800393,0.02333108,0.04891625,-0.010690214
Thumpd1,-0.07062395,0.024010904,-0.15635063,0.0129344035
Uqcrc2,-0.0562609,0.049809635,0.049207214,-0.020526165
Ndufab1,0.0034621563,0.0012963132,0.12569652,-0.069709785
Palb2,0.041387822,-0.07770426,-0.059138115,0.034622367
Dctn5,-0.1500722,0.10235936,0.0424419,0.0005078791
Il4ra,0.075496346,0.044965208,0.07442023,-0.043601956
Il21r,0.01588279,0.08698403,0.00063013984,-0.09684742
Sbk1,-0.11645084,-0.055554148,0.18689445,-0.2570989
Lat,0.0667909,0.42858735,-0.18381038,-0.079490535
Spns1,-0.045180902,0.019948853,-0.031657286,-0.04576389
Nfatc2ip,-0.07482513,-0.03773156,-0.0006527174,0.0059646964
Sh2b1,0.03249363,0.1568222,-0.012952547,-0.0018641491
Tufm,-0.11047385,-0.027701324,0.16335084,-0.046052918
Cln3,-0.075599074,0.056704298,-0.13972156,0.030935045
Sgf29,0.014183503,0.035662502,0.08027087,0.023824088
Slx1b,-0.066107586,-0.032035023,-0.032125477,0.08296089
Bola2,-0.13935556,0.086612806,0.2832011,-0.18586253
Aldoa,0.0861966,-0.102241024,0.04461724,0.01415699
Cdipt,0.035941217,0.0071675917,-0.063892946,0.050815195
Mvp,-0.023025528,0.28705314,0.035049126,-0.014456902
Maz,-0.01082887,0.115395606,0.11336,-0.08445311
AI467606,-0.17853983,0.026637249,-0.097201034,0.045088083
Spn,-0.045106318,0.28400588,-0.0152618475,-0.23911302
Sept1,-0.07080697,-0.036485244,-0.04789586,0.005080401
Dctpp1,-0.06563086,0.06474195,0.0811032,-0.05984342
Bcl7c,-0.024418557,-0.049647048,-0.048137747,-0.0054822806
Vkorc1,0.0072753225,0.14729372,0.05507101,-0.07572259
Fus,0.19873653,-0.09327192,-0.08747432,-0.008205788
Pycard,-0.01620508,0.02899053,0.0613509,-0.16516784
Itgax,-0.13114353,0.10243801,-0.18495317,-0.109148666
Rgs10,0.015377929,0.24497561,0.07039593,-0.19547507
Sec23ip,0.11014962,-0.14506012,0.049404815,-0.026776634
Chst15,-0.06340607,-0.09412047,-0.060853854,0.04508979
Glrx3,0.028031245,-0.02019451,-0.014558816,0.005968989
Ppp2r2d,-0.05046093,0.07695231,0.08596672,-0.05139569
Inpp5a,-0.15362349,-0.07924053,-0.045758873,0.08160852
Mtg1,-0.13115405,-0.058371317,0.09379889,0.024417238
Bet1l,-0.11652538,-0.038512144,0.11601345,0.0015749875
Ifitm2,-0.01755351,-0.019656733,-0.063433476,0.05350645
Ifitm3,0.106670395,0.107955016,-0.11888122,0.06530438
Irf7,0.08554844,-0.019640448,-0.12343085,0.059742607
Tmem80,0.040147077,-0.13183776,0.08083248,-0.022461563
Gatd1,0.014707668,-0.045774892,-0.016964896,0.0047241244
Pnpla2,0.025388185,-0.085040726,-0.028016776,0.044387642
Ap2a2,0.013159586,-0.096605934,-0.10624196,0.123163946
Lsp1,0.113862835,-0.0338824,-0.09661241,-0.0094144475
Mrpl23,0.006390593,0.008574996,0.0964476,-0.09597552
Cd81,-0.09382106,-0.033314217,0.050391495,0.042864583
Cars,-0.11738026,-0.06726873,-0.007638363,0.054004423
Tnfrsf26,0.008077818,0.06440314,0.004811715,-0.1120864
